County,stats_type,vtd_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters
Guilford,voter,1122,LIB,B,NL,F,Age 18 - 25,1
Guilford,voter,1166,LIB,W,NL,M,Age 41 - 65,1
Guilford,voter,1664,DEM,I,UN,F,Age 18 - 25,2
Guilford,voter,911,UNA,B,NL,M,Age 26 - 40,18
Guilford,voter,1107,UNA,U,UN,M,Age 41 - 65,5
Guilford,voter,1150,DEM,O,NL,F,Age 18 - 25,1
Guilford,voter,1064,DEM,W,UN,F,Age 26 - 40,4
Guilford,voter,1078,UNA,W,HL,F,Age 41 - 65,2
Guilford,voter,1019,DEM,B,UN,M,Age 18 - 25,1
Guilford,voter,1156,UNA,B,UN,F,Age 41 - 65,12
Guilford,voter,1098,DEM,M,UN,F,Age 18 - 25,1
Guilford,voter,1693,UNA,W,UN,U,Age 18 - 25,1
Guilford,voter,1691,REP,I,NL,M,Age 41 - 65,2
Guilford,voter,1632,UNA,U,UN,U,Age 26 - 40,1
Guilford,voter,1050,DEM,W,UN,U,Age 26 - 40,1
Guilford,voter,1066,DEM,W,UN,M,Age 26 - 40,5
Guilford,voter,1112,DEM,O,HL,F,Age 41 - 65,4
Guilford,voter,1374,UNA,U,UN,U,Age 41 - 65,1
Guilford,voter,1100,REP,B,NL,F,Age 26 - 40,3
Guilford,voter,1163,REP,W,UN,F,Age 18 - 25,4
Guilford,voter,1072,DEM,O,HL,F,Age Over 66,1
Guilford,voter,1176,DEM,B,NL,F,Age 26 - 40,35
Guilford,voter,1166,DEM,W,UN,F,Age 41 - 65,3
Guilford,voter,1031,LIB,B,NL,F,Age 26 - 40,2
Guilford,voter,1075,UNA,W,NL,M,Age Over 66,37
Guilford,voter,1417,REP,M,HL,M,Age 41 - 65,1
Guilford,voter,1040,UNA,M,NL,F,Age 18 - 25,1
Guilford,voter,1085,DEM,I,NL,F,Age 26 - 40,1
Guilford,voter,1051,UNA,B,UN,M,Age 26 - 40,1
Guilford,voter,1176,DEM,O,UN,F,Age 41 - 65,1
Guilford,voter,1693,DEM,W,UN,F,Age 41 - 65,1
Guilford,voter,914,DEM,W,HL,F,Age 26 - 40,1
Guilford,voter,1035,UNA,U,UN,M,Age 26 - 40,2
Guilford,voter,1117,DEM,B,UN,U,Age 41 - 65,3
Guilford,voter,1071,REP,W,NL,M,Age Over 66,88
Guilford,voter,1344,DEM,O,HL,M,Age 41 - 65,5
Guilford,voter,1087,UNA,A,NL,F,Age 41 - 65,1
Guilford,voter,911,UNA,A,UN,F,Age 41 - 65,2
Guilford,voter,1150,UNA,U,UN,F,Age 18 - 25,1
Guilford,voter,1099,UNA,B,NL,F,Age 18 - 25,36
Guilford,voter,1106,UNA,W,HL,F,Age 18 - 25,1
Guilford,voter,1090,UNA,M,HL,M,Age 18 - 25,1
Guilford,voter,1156,DEM,M,HL,F,Age Over 66,1
Guilford,voter,1049,UNA,W,UN,F,Age 41 - 65,7
Guilford,voter,1034,DEM,O,NL,M,Age 41 - 65,4
Guilford,voter,913,DEM,U,NL,F,Age Over 66,1
Guilford,voter,1574,DEM,O,HL,F,Age 41 - 65,4
Guilford,voter,913,REP,I,NL,F,Age 41 - 65,1
Guilford,voter,1160,UNA,B,NL,M,Age Over 66,1
Guilford,voter,1096,DEM,U,HL,F,Age 18 - 25,3
Guilford,voter,1103,REP,A,NL,M,Age 26 - 40,1
Guilford,voter,1234,DEM,A,NL,F,Age Over 66,2
Guilford,voter,1092,DEM,U,UN,M,Age Over 66,1
Guilford,voter,1055,UNA,U,NL,M,Age 41 - 65,1
Guilford,voter,1072,DEM,W,NL,M,Age 26 - 40,32
Guilford,voter,1157,DEM,B,UN,M,Age 26 - 40,42
Guilford,voter,1098,REP,W,UN,M,Age 18 - 25,1
Guilford,voter,1395,UNA,O,HL,M,Age 41 - 65,2
Guilford,voter,1641,REP,O,NL,F,Age 26 - 40,3
Guilford,voter,1374,DEM,W,NL,F,Age 26 - 40,16
Guilford,voter,1641,UNA,B,NL,F,Age Over 66,1
Guilford,voter,1111,DEM,O,UN,M,Age 41 - 65,1
Guilford,voter,1045,LIB,B,NL,M,Age 41 - 65,1
Guilford,voter,1095,DEM,B,UN,U,Age 26 - 40,7
Guilford,voter,1102,REP,U,UN,F,Age 26 - 40,1
Guilford,voter,1082,DEM,A,NL,M,Age 41 - 65,3
Guilford,voter,1041,UNA,U,UN,U,Age 18 - 25,12
Guilford,voter,1642,UNA,O,HL,F,Age 26 - 40,1
Guilford,voter,1106,DEM,O,NL,F,Age 41 - 65,8
Guilford,voter,1237,DEM,W,UN,F,Age 26 - 40,1
Guilford,voter,1049,UNA,O,HL,F,Age 18 - 25,3
Guilford,voter,1047,UNA,A,NL,F,Age 18 - 25,1
Guilford,voter,1019,LIB,W,UN,M,Age 41 - 65,1
Guilford,voter,1072,UNA,U,UN,U,Age 26 - 40,4
Guilford,voter,1039,DEM,U,UN,U,Age 41 - 65,2
Guilford,voter,1113,UNA,M,UN,F,Age 18 - 25,1
Guilford,voter,1164,UNA,U,NL,F,Age Over 66,1
Guilford,voter,1664,DEM,W,UN,M,Age 26 - 40,2
Guilford,voter,1154,UNA,W,HL,F,Age Over 66,1
Guilford,voter,1061,DEM,A,NL,M,Age Over 66,1
Guilford,voter,1019,UNA,U,NL,F,Age 26 - 40,1
Guilford,voter,1060,UNA,U,NL,M,Age 26 - 40,1
Guilford,voter,1664,UNA,B,NL,F,Age 18 - 25,11
Guilford,voter,1573,UNA,U,UN,U,Age 26 - 40,4
Guilford,voter,1102,REP,A,UN,F,Age 41 - 65,1
Guilford,voter,1019,UNA,B,NL,M,Age 41 - 65,3
Guilford,voter,1056,REP,W,NL,F,Age Over 66,89
Guilford,voter,1240,DEM,O,NL,F,Age 41 - 65,3
Guilford,voter,1034,DEM,B,NL,M,Age 41 - 65,24
Guilford,voter,1694,UNA,M,NL,M,Age 18 - 25,2
Guilford,voter,1149,UNA,M,HL,M,Age 41 - 65,1
Guilford,voter,1234,DEM,W,UN,F,Age 18 - 25,2
Guilford,voter,1641,UNA,U,NL,M,Age 41 - 65,2
Guilford,voter,1093,UNA,U,UN,M,Age 26 - 40,3
Guilford,voter,1053,UNA,W,NL,M,Age Over 66,15
Guilford,voter,1166,UNA,W,UN,M,Age 41 - 65,5
Guilford,voter,1090,REP,W,HL,M,Age 26 - 40,1
Guilford,voter,1069,DEM,A,UN,F,Age 18 - 25,1
Guilford,voter,1209,DEM,W,NL,F,Age 41 - 65,99
Guilford,voter,1039,DEM,W,NL,F,Age 26 - 40,33
Guilford,voter,1031,DEM,B,UN,M,Age 18 - 25,12
Guilford,voter,1119,UNA,M,HL,M,Age 41 - 65,1
Guilford,voter,1693,DEM,O,HL,F,Age 18 - 25,5
Guilford,voter,1693,REP,W,NL,F,Age Over 66,79
Guilford,voter,1108,DEM,U,UN,M,Age Over 66,1
Guilford,voter,1112,UNA,B,NL,M,Age 26 - 40,18
Guilford,voter,1159,DEM,B,UN,M,Age 18 - 25,14
Guilford,voter,1209,DEM,W,HL,F,Age 26 - 40,2
Guilford,voter,1235,REP,U,UN,M,Age Over 66,1
Guilford,voter,1234,UNA,W,UN,F,Age 26 - 40,8
Guilford,voter,1156,DEM,A,NL,F,Age 26 - 40,1
Guilford,voter,1049,DEM,W,UN,M,Age 41 - 65,3
Guilford,voter,1108,DEM,B,UN,F,Age 18 - 25,1
Guilford,voter,1104,REP,B,UN,U,Age 26 - 40,1
Guilford,voter,1055,DEM,W,UN,F,Age Over 66,4
Guilford,voter,1149,DEM,W,NL,M,Age 41 - 65,21
Guilford,voter,1236,REP,U,NL,F,Age 41 - 65,1
Guilford,voter,1112,UNA,A,NL,M,Age 18 - 25,5
Guilford,voter,1640,DEM,W,NL,U,Age 18 - 25,1
Guilford,voter,1064,UNA,A,UN,F,Age 41 - 65,1
Guilford,voter,1040,DEM,M,NL,F,Age 26 - 40,3
Guilford,voter,1664,DEM,B,UN,F,Age Over 66,2
Guilford,voter,1156,UNA,B,NL,M,Age 41 - 65,16
Guilford,voter,1168,UNA,U,UN,U,Age 18 - 25,3
Guilford,voter,1108,UNA,B,NL,M,Age 26 - 40,6
Guilford,voter,1160,DEM,O,HL,F,Age Over 66,1
Guilford,voter,1371,DEM,B,NL,F,Age Over 66,8
Guilford,voter,1242,UNA,B,NL,M,Age Over 66,1
Guilford,voter,1122,DEM,I,UN,F,Age 26 - 40,1
Guilford,voter,1372,UNA,O,HL,F,Age 41 - 65,2
Guilford,voter,911,UNA,B,UN,F,Age 18 - 25,4
Guilford,voter,1087,UNA,U,UN,F,Age 41 - 65,3
Guilford,voter,1080,DEM,A,NL,M,Age 26 - 40,1
Guilford,voter,1058,DEM,M,UN,F,Age 26 - 40,1
Guilford,voter,1157,UNA,O,HL,F,Age 41 - 65,2
Guilford,voter,1574,UNA,I,NL,M,Age 41 - 65,1
Guilford,voter,1159,DEM,U,UN,U,Age 18 - 25,2
Guilford,voter,1039,DEM,B,UN,M,Age 41 - 65,18
Guilford,voter,911,LIB,O,HL,M,Age 41 - 65,1
Guilford,voter,1073,REP,W,NL,M,Age Over 66,137
Guilford,voter,1165,REP,O,HL,F,Age 18 - 25,1
Guilford,voter,1090,REP,B,UN,F,Age 26 - 40,3
Guilford,voter,1047,DEM,W,NL,M,Age 26 - 40,18
Guilford,voter,1061,DEM,B,HL,F,Age 41 - 65,1
Guilford,voter,1061,REP,W,NL,F,Age 41 - 65,228
Guilford,voter,1075,REP,W,UN,F,Age 26 - 40,5
Guilford,voter,1177,UNA,W,HL,F,Age 26 - 40,2
Guilford,voter,1119,UNA,A,NL,M,Age 26 - 40,1
Guilford,voter,1151,UNA,O,NL,M,Age Over 66,3
Guilford,voter,1165,DEM,O,HL,F,Age Over 66,1
Guilford,voter,1157,UNA,A,NL,M,Age Over 66,1
Guilford,voter,1235,REP,W,UN,F,Age 26 - 40,5
Guilford,voter,1102,DEM,W,UN,F,Age 26 - 40,1
Guilford,voter,1099,DEM,B,UN,F,Age 41 - 65,68
Guilford,voter,1078,DEM,B,UN,U,Age 41 - 65,1
Guilford,voter,1069,UNA,M,NL,F,Age 26 - 40,1
Guilford,voter,1240,UNA,U,UN,F,Age 18 - 25,2
Guilford,voter,1242,DEM,U,HL,M,Age Over 66,1
Guilford,voter,911,REP,W,UN,M,Age 18 - 25,3
Guilford,voter,1209,UNA,A,NL,F,Age 18 - 25,1
Guilford,voter,1107,UNA,O,HL,F,Age 41 - 65,2
Guilford,voter,1687,REP,U,UN,U,Age 18 - 25,1
Guilford,voter,1209,REP,U,UN,U,Age 26 - 40,2
Guilford,voter,1096,DEM,A,NL,F,Age 41 - 65,5
Guilford,voter,1107,DEM,O,HL,F,Age 41 - 65,4
Guilford,voter,1095,REP,W,NL,F,Age 18 - 25,14
Guilford,voter,1176,DEM,A,NL,F,Age 18 - 25,1
Guilford,voter,1344,UNA,M,HL,F,Age 26 - 40,1
Guilford,voter,1239,UNA,B,UN,M,Age 18 - 25,1
Guilford,voter,1236,DEM,W,NL,M,Age 41 - 65,61
Guilford,voter,1072,DEM,B,NL,F,Age Over 66,3
Guilford,voter,1374,UNA,B,NL,M,Age 41 - 65,2
Guilford,voter,1031,DEM,U,UN,U,Age 18 - 25,1
Guilford,voter,1154,UNA,B,NL,M,Age Over 66,1
Guilford,voter,1112,DEM,B,NL,F,Age 41 - 65,90
Guilford,voter,1693,DEM,B,NL,F,Age 18 - 25,4
Guilford,voter,1042,DEM,I,UN,F,Age 41 - 65,1
Guilford,voter,1573,DEM,U,UN,F,Age 18 - 25,1
Guilford,voter,1035,UNA,W,UN,F,Age Over 66,1
Guilford,voter,1692,UNA,B,UN,U,Age 18 - 25,1
Guilford,voter,1154,REP,W,UN,M,Age 18 - 25,1
Guilford,voter,1372,DEM,B,UN,F,Age 41 - 65,3
Guilford,voter,1693,UNA,U,UN,F,Age 26 - 40,1
Guilford,voter,1376,DEM,W,UN,F,Age Over 66,4
Guilford,voter,1107,DEM,M,HL,F,Age 26 - 40,2
Guilford,voter,1032,REP,U,UN,U,Age 41 - 65,1
Guilford,voter,1482,DEM,W,UN,M,Age 18 - 25,4
Guilford,voter,1239,UNA,B,UN,F,Age 26 - 40,1
Guilford,voter,1209,DEM,A,NL,F,Age 26 - 40,5
Guilford,voter,1141,DEM,W,NL,F,Age 41 - 65,111
Guilford,voter,1641,UNA,U,UN,F,Age 41 - 65,7
Guilford,voter,1040,DEM,O,UN,M,Age 26 - 40,1
Guilford,voter,1574,UNA,O,UN,F,Age 41 - 65,3
Guilford,voter,1102,REP,A,NL,M,Age 41 - 65,2
Guilford,voter,1080,DEM,O,HL,F,Age 18 - 25,6
Guilford,voter,1031,DEM,W,NL,F,Age Over 66,85
Guilford,voter,1237,DEM,I,NL,F,Age Over 66,1
Guilford,voter,1163,UNA,O,NL,F,Age 41 - 65,2
Guilford,voter,1115,DEM,O,HL,F,Age 26 - 40,2
Guilford,voter,1055,REP,W,UN,M,Age 18 - 25,2
Guilford,voter,1641,REP,A,NL,M,Age 41 - 65,2
Guilford,voter,914,UNA,B,UN,M,Age 18 - 25,1
Guilford,voter,1097,DEM,A,NL,M,Age 18 - 25,2
Guilford,voter,1173,REP,B,NL,F,Age 41 - 65,1
Guilford,voter,1088,REP,W,NL,F,Age 18 - 25,30
Guilford,voter,1098,UNA,W,UN,F,Age 18 - 25,1
Guilford,voter,1692,LIB,B,NL,F,Age 18 - 25,1
Guilford,voter,1053,REP,W,NL,M,Age 41 - 65,60
Guilford,voter,1122,UNA,I,UN,M,Age 41 - 65,1
Guilford,voter,1118,UNA,M,UN,M,Age 26 - 40,1
Guilford,voter,1237,UNA,O,NL,M,Age 41 - 65,3
Guilford,voter,1035,DEM,W,NL,F,Age 41 - 65,70
Guilford,voter,1169,LIB,W,UN,F,Age 26 - 40,1
Guilford,voter,1019,DEM,B,UN,U,Age 41 - 65,1
Guilford,voter,1054,DEM,W,UN,F,Age 18 - 25,3
Guilford,voter,1069,UNA,U,HL,M,Age 26 - 40,1
Guilford,voter,1101,DEM,W,UN,M,Age 26 - 40,1
Guilford,voter,1374,LIB,W,NL,M,Age 26 - 40,2
Guilford,voter,1079,UNA,B,NL,M,Age Over 66,2
Guilford,voter,1175,DEM,W,UN,F,Age 41 - 65,7
Guilford,voter,1174,UNA,M,NL,F,Age 41 - 65,1
Guilford,voter,1095,DEM,O,NL,M,Age 41 - 65,6
Guilford,voter,1032,REP,U,NL,M,Age Over 66,1
Guilford,voter,1209,REP,U,UN,F,Age 41 - 65,2
Guilford,voter,1061,UNA,A,NL,F,Age Over 66,2
Guilford,voter,1054,DEM,M,NL,M,Age 41 - 65,1
Guilford,voter,1155,UNA,U,UN,U,Age 41 - 65,7
Guilford,voter,1075,DEM,W,HL,M,Age 41 - 65,2
Guilford,voter,1035,DEM,W,NL,F,Age 18 - 25,17
Guilford,voter,1634,DEM,B,NL,F,Age 26 - 40,54
Guilford,voter,1085,DEM,A,NL,F,Age 18 - 25,1
Guilford,voter,1163,UNA,W,UN,F,Age 26 - 40,6
Guilford,voter,1058,UNA,O,NL,F,Age 26 - 40,1
Guilford,voter,1066,LIB,W,UN,M,Age 18 - 25,1
Guilford,voter,1101,DEM,A,NL,M,Age 26 - 40,3
Guilford,voter,1067,REP,W,UN,F,Age 41 - 65,11
Guilford,voter,1108,DEM,W,UN,F,Age Over 66,1
Guilford,voter,1088,UNA,W,UN,M,Age 41 - 65,10
Guilford,voter,1074,DEM,W,UN,M,Age 18 - 25,2
Guilford,voter,1055,REP,W,UN,F,Age 26 - 40,3
Guilford,voter,1035,REP,U,UN,M,Age 41 - 65,1
Guilford,voter,1035,DEM,U,UN,M,Age 26 - 40,1
Guilford,voter,1088,UNA,B,HL,M,Age 18 - 25,1
Guilford,voter,1176,UNA,W,UN,U,Age 41 - 65,1
Guilford,voter,1018,REP,A,NL,F,Age 26 - 40,1
Guilford,voter,1166,REP,A,NL,F,Age 26 - 40,1
Guilford,voter,1344,REP,B,UN,M,Age 41 - 65,2
Guilford,voter,914,UNA,A,NL,F,Age 41 - 65,4
Guilford,voter,1642,REP,A,NL,F,Age Over 66,1
Guilford,voter,1091,UNA,U,HL,F,Age 18 - 25,1
Guilford,voter,1047,DEM,B,UN,F,Age 41 - 65,66
Guilford,voter,1233,DEM,B,NL,F,Age 18 - 25,18
Guilford,voter,1100,UNA,U,UN,F,Age 41 - 65,5
Guilford,voter,1109,REP,A,NL,M,Age 41 - 65,1
Guilford,voter,1151,UNA,A,NL,F,Age 26 - 40,2
Guilford,voter,1692,LIB,W,UN,F,Age Over 66,1
Guilford,voter,1044,UNA,O,HL,F,Age 26 - 40,1
Guilford,voter,1418,UNA,O,NL,F,Age 41 - 65,9
Guilford,voter,1119,DEM,W,UN,F,Age 26 - 40,3
Guilford,voter,1049,REP,U,NL,F,Age 41 - 65,1
Guilford,voter,1240,REP,W,UN,M,Age 18 - 25,8
Guilford,voter,1034,REP,W,UN,F,Age 41 - 65,7
Guilford,voter,1040,REP,U,UN,U,Age 41 - 65,1
Guilford,voter,1574,UNA,M,HL,M,Age 41 - 65,1
Guilford,voter,1374,DEM,W,UN,F,Age Over 66,1
Guilford,voter,1082,UNA,W,UN,F,Age Over 66,3
Guilford,voter,1374,LIB,W,NL,F,Age 18 - 25,1
Guilford,voter,1641,REP,O,NL,M,Age 18 - 25,1
Guilford,voter,1152,DEM,O,HL,M,Age 26 - 40,4
Guilford,voter,1086,REP,W,UN,F,Age Over 66,4
Guilford,voter,1175,UNA,U,UN,F,Age 18 - 25,3
Guilford,voter,1068,UNA,A,NL,F,Age 18 - 25,1
Guilford,voter,1155,DEM,O,HL,F,Age 18 - 25,3
Guilford,voter,1376,LIB,W,NL,M,Age 18 - 25,1
Guilford,voter,1371,LIB,W,NL,F,Age 18 - 25,3
Guilford,voter,1107,DEM,M,HL,M,Age 18 - 25,1
Guilford,voter,1040,DEM,W,UN,F,Age 26 - 40,3
Guilford,voter,1395,REP,A,NL,F,Age 41 - 65,1
Guilford,voter,1121,DEM,B,UN,F,Age 18 - 25,10
Guilford,voter,1235,UNA,O,HL,F,Age 18 - 25,2
Guilford,voter,1573,DEM,A,NL,F,Age 18 - 25,1
Guilford,voter,912,UNA,B,UN,M,Age 18 - 25,1
Guilford,voter,1209,UNA,B,UN,M,Age 18 - 25,1
Guilford,voter,1642,DEM,A,NL,M,Age 18 - 25,1
Guilford,voter,1156,LIB,B,NL,F,Age 26 - 40,1
Guilford,voter,1103,DEM,O,NL,M,Age 41 - 65,2
Guilford,voter,1083,DEM,W,NL,M,Age 26 - 40,9
Guilford,voter,1095,UNA,B,UN,F,Age Over 66,2
Guilford,voter,1152,DEM,B,NL,M,Age 41 - 65,90
Guilford,voter,1108,REP,A,UN,M,Age Over 66,1
Guilford,voter,1078,DEM,B,NL,U,Age 41 - 65,1
Guilford,voter,1234,REP,B,NL,M,Age 41 - 65,3
Guilford,voter,1046,REP,O,HL,M,Age 41 - 65,1
Guilford,voter,1693,LIB,W,UN,M,Age 41 - 65,1
Guilford,voter,1120,UNA,B,UN,F,Age Over 66,1
Guilford,voter,1084,DEM,M,NL,F,Age 41 - 65,1
Guilford,voter,1634,UNA,B,NL,M,Age 41 - 65,23
Guilford,voter,1343,REP,M,NL,M,Age 18 - 25,1
Guilford,voter,1066,UNA,A,NL,F,Age 41 - 65,4
Guilford,voter,1159,DEM,M,UN,U,Age 26 - 40,1
Guilford,voter,1345,REP,U,NL,F,Age 41 - 65,1
Guilford,voter,1042,DEM,M,NL,F,Age 26 - 40,3
Guilford,voter,1121,DEM,U,NL,M,Age 26 - 40,1
Guilford,voter,1687,UNA,U,UN,F,Age Over 66,2
Guilford,voter,1083,UNA,A,UN,F,Age 41 - 65,1
Guilford,voter,1099,DEM,O,HL,F,Age 26 - 40,6
Guilford,voter,1149,DEM,W,UN,M,Age 41 - 65,6
Guilford,voter,1573,REP,W,UN,M,Age 41 - 65,20
Guilford,voter,1121,UNA,U,UN,U,Age 18 - 25,8
Guilford,voter,1074,UNA,B,NL,M,Age 41 - 65,3
Guilford,voter,1077,UNA,A,UN,F,Age 41 - 65,1
Guilford,voter,1119,DEM,W,UN,M,Age 18 - 25,1
Guilford,voter,1417,DEM,O,NL,M,Age 18 - 25,2
Guilford,voter,1371,DEM,B,UN,F,Age 26 - 40,3
Guilford,voter,1087,UNA,B,UN,F,Age 18 - 25,5
Guilford,voter,1083,DEM,M,UN,F,Age 18 - 25,1
Guilford,voter,1166,DEM,B,NL,F,Age Over 66,85
Guilford,voter,1110,DEM,O,NL,F,Age 41 - 65,9
Guilford,voter,1034,UNA,W,NL,M,Age 41 - 65,73
Guilford,voter,1049,UNA,U,UN,U,Age Over 66,1
Guilford,voter,1698,UNA,U,UN,F,Age 41 - 65,2
Guilford,voter,1642,LIB,W,UN,U,Age 18 - 25,1
Guilford,voter,1118,UNA,B,NL,M,Age 18 - 25,35
Guilford,voter,1104,UNA,B,NL,F,Age 26 - 40,20
Guilford,voter,1150,DEM,A,UN,M,Age 26 - 40,2
Guilford,voter,1170,REP,O,HL,F,Age 26 - 40,1
Guilford,voter,1051,UNA,W,HL,M,Age 26 - 40,2
Guilford,voter,1574,REP,O,NL,F,Age 18 - 25,1
Guilford,voter,1093,DEM,M,NL,F,Age 18 - 25,3
Guilford,voter,1067,DEM,O,NL,F,Age 18 - 25,2
Guilford,voter,1691,REP,U,NL,F,Age Over 66,1
Guilford,voter,1089,DEM,M,UN,M,Age 26 - 40,2
Guilford,voter,1177,DEM,W,UN,F,Age 26 - 40,4
Guilford,voter,1167,UNA,M,NL,F,Age 26 - 40,1
Guilford,voter,1118,UNA,B,NL,F,Age 26 - 40,57
Guilford,voter,1097,UNA,B,UN,M,Age 26 - 40,13
Guilford,voter,1084,REP,U,UN,F,Age Over 66,1
Guilford,voter,1113,UNA,B,UN,U,Age 41 - 65,1
Guilford,voter,1642,DEM,A,NL,F,Age 26 - 40,1
Guilford,voter,1066,UNA,U,UN,F,Age 41 - 65,2
Guilford,voter,1090,UNA,B,UN,F,Age 18 - 25,31
Guilford,voter,1165,DEM,B,NL,M,Age 26 - 40,37
Guilford,voter,1018,DEM,M,NL,M,Age 41 - 65,2
Guilford,voter,1376,UNA,U,HL,M,Age 26 - 40,1
Guilford,voter,1574,UNA,B,UN,M,Age 26 - 40,5
Guilford,voter,1091,UNA,A,NL,M,Age 41 - 65,1
Guilford,voter,1158,UNA,O,HL,F,Age 26 - 40,1
Guilford,voter,1154,DEM,W,NL,M,Age 41 - 65,68
Guilford,voter,1054,DEM,O,NL,M,Age 41 - 65,1
Guilford,voter,1092,REP,W,NL,F,Age Over 66,55
Guilford,voter,1241,DEM,B,UN,M,Age Over 66,10
Guilford,voter,1093,REP,U,NL,M,Age 41 - 65,1
Guilford,voter,1098,UNA,U,UN,F,Age 18 - 25,7
Guilford,voter,1051,DEM,B,HL,F,Age 18 - 25,1
Guilford,voter,1374,DEM,B,UN,M,Age 26 - 40,1
Guilford,voter,1176,REP,W,HL,M,Age 41 - 65,1
Guilford,voter,1078,UNA,O,NL,F,Age 18 - 25,4
Guilford,voter,1482,UNA,W,NL,F,Age 18 - 25,29
Guilford,voter,1172,UNA,B,NL,M,Age 41 - 65,12
Guilford,voter,1118,UNA,O,HL,F,Age 18 - 25,4
Guilford,voter,1044,UNA,B,UN,U,Age 26 - 40,1
Guilford,voter,1031,DEM,W,UN,M,Age 26 - 40,10
Guilford,voter,1068,LIB,W,NL,M,Age 41 - 65,1
Guilford,voter,1098,DEM,W,UN,F,Age 41 - 65,1
Guilford,voter,1235,DEM,M,HL,F,Age 26 - 40,1
Guilford,voter,1102,REP,B,NL,F,Age 26 - 40,2
Guilford,voter,1152,REP,W,UN,M,Age 26 - 40,4
Guilford,voter,1233,DEM,B,NL,M,Age 26 - 40,23
Guilford,voter,1119,UNA,I,UN,F,Age 41 - 65,1
Guilford,voter,1170,DEM,B,UN,F,Age 41 - 65,4
Guilford,voter,1235,UNA,U,NL,M,Age 41 - 65,1
Guilford,voter,1046,REP,W,UN,F,Age 26 - 40,2
Guilford,voter,1175,UNA,W,UN,F,Age 18 - 25,4
Guilford,voter,1078,DEM,O,UN,M,Age Over 66,1
Guilford,voter,1642,UNA,U,NL,M,Age 18 - 25,2
Guilford,voter,1100,REP,W,HL,M,Age 18 - 25,1
Guilford,voter,1395,DEM,W,NL,F,Age Over 66,56
Guilford,voter,1041,UNA,B,NL,F,Age 41 - 65,46
Guilford,voter,1107,DEM,B,UN,M,Age 18 - 25,10
Guilford,voter,1241,UNA,B,NL,F,Age 18 - 25,26
Guilford,voter,1158,UNA,B,UN,M,Age Over 66,1
Guilford,voter,1039,UNA,O,HL,F,Age 18 - 25,2
Guilford,voter,913,UNA,W,NL,F,Age 41 - 65,94
Guilford,voter,1177,DEM,I,NL,F,Age Over 66,1
Guilford,voter,1103,DEM,B,UN,F,Age 41 - 65,23
Guilford,voter,1066,UNA,U,UN,U,Age 26 - 40,8
Guilford,voter,1119,UNA,O,UN,F,Age 26 - 40,1
Guilford,voter,1069,DEM,W,NL,F,Age 41 - 65,88
Guilford,voter,1120,DEM,B,NL,M,Age Over 66,110
Guilford,voter,1133,DEM,O,NL,M,Age 18 - 25,1
Guilford,voter,1045,LIB,W,NL,M,Age 26 - 40,2
Guilford,voter,1061,UNA,U,UN,U,Age 41 - 65,5
Guilford,voter,1063,UNA,U,UN,F,Age 18 - 25,2
Guilford,voter,1481,UNA,B,NL,F,Age 18 - 25,2
Guilford,voter,1085,DEM,W,UN,M,Age Over 66,5
Guilford,voter,1018,UNA,M,HL,M,Age 18 - 25,2
Guilford,voter,1177,DEM,W,UN,M,Age 18 - 25,1
Guilford,voter,1118,DEM,B,UN,U,Age 26 - 40,3
Guilford,voter,1573,UNA,U,NL,F,Age 18 - 25,1
Guilford,voter,1155,UNA,W,UN,F,Age 41 - 65,3
Guilford,voter,1374,REP,U,UN,F,Age 41 - 65,1
Guilford,voter,1209,REP,A,NL,M,Age 41 - 65,6
Guilford,voter,1098,DEM,B,NL,F,Age 18 - 25,132
Guilford,voter,1118,REP,W,UN,M,Age Over 66,1
Guilford,voter,1111,DEM,B,NL,M,Age 26 - 40,64
Guilford,voter,1417,UNA,B,NL,F,Age 18 - 25,3
Guilford,voter,1096,REP,B,NL,F,Age 41 - 65,3
Guilford,voter,1641,LIB,W,NL,M,Age Over 66,1
Guilford,voter,1077,UNA,U,NL,M,Age Over 66,1
Guilford,voter,913,UNA,A,NL,F,Age 18 - 25,1
Guilford,voter,1057,DEM,U,UN,M,Age 26 - 40,1
Guilford,voter,1374,DEM,B,NL,F,Age 18 - 25,3
Guilford,voter,1098,DEM,U,HL,F,Age 41 - 65,3
Guilford,voter,911,UNA,A,NL,F,Age 41 - 65,7
Guilford,voter,1065,UNA,U,NL,F,Age 18 - 25,1
Guilford,voter,1110,DEM,B,HL,M,Age 18 - 25,1
Guilford,voter,1090,DEM,A,NL,F,Age 18 - 25,1
Guilford,voter,1066,DEM,U,HL,M,Age 26 - 40,1
Guilford,voter,1120,REP,B,NL,F,Age Over 66,3
Guilford,voter,1176,LIB,B,NL,F,Age 18 - 25,1
Guilford,voter,1151,UNA,A,NL,M,Age 18 - 25,5
Guilford,voter,1054,REP,O,NL,F,Age 26 - 40,1
Guilford,voter,1090,DEM,W,UN,M,Age 26 - 40,3
Guilford,voter,1107,DEM,M,NL,F,Age 26 - 40,2
Guilford,voter,1664,UNA,U,UN,U,Age Over 66,2
Guilford,voter,1092,DEM,A,UN,F,Age 26 - 40,1
Guilford,voter,1642,UNA,B,UN,F,Age 41 - 65,4
Guilford,voter,1106,UNA,M,NL,F,Age 26 - 40,2
Guilford,voter,1698,REP,W,NL,F,Age 18 - 25,10
